Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/19/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
North America,NAC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3834872,4086864,4283677,4140317,3979283,4118758,4032739,3825262,4073109,4053451,4376564,4367163,4060823,4070696,4057608,4032452,4377641,4471212,5068891,5214189,5272699,5365441,5561984,5623983,6103062,6241758.5,6472819,7411439,7557041,7299894.5,7529588.5,6934909,6874479.5,7006974.5,6967442.5,6363085,6464380,6660583,6351406,6482686,6163458,6549189,6721161,6762473,6903358,6757131,6730944,6458956,5790245,5574224,5730794,6469417,6237962,6566280,6416882,6371987,6409727,6435193.75,6252438,,
Namibia,NAM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,0,0,0,0,0,0,5000,5000,5000,5000,6500,6500,6500,6500,6550,7050,7850,8750,9050,9750,10250,10850,11650,12100,12900,13700,14923,32437,33395,21225,280007,226330,679782,826288,687504,591597,539788,539970,638256,606021,632532,593000,663738,672207,603170,618562,592935,448061,419937,426850,429705,457463,528079,542442,473026,546920,536903,512116,510568,,
New Caledonia,NCL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,400,400,800,1200,1000,1000,900,500,500,500,500,500,500,800,868,973,883,3042,2963,2629,3349,2448,3384,2958,3670,3358,4459,5243,3962,3230,4927,4309,3437,2904,3459,2894,3195.399902,2562.699951,3256.300049,3250.100098,3482.399902,3499,3457.899902,3552.5,3853,3467,3333,3704.699951,3919,3862,4027,3897,3790,3869,4063,4004,3822,3673,3076.770996,,
Niger,NER,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3400,4200,6000,9000,6300,5000,5000,3700,4300,3000,2400,5400,16400,16200,15050,9142,4715,7372,8783,8934,8892,8208,6840,3251,2991,1993,2337,2269,2479,4722,3318,3124,2456,2162,2516,3616,4156,6328,7013,11000,16250,20800,23560,55860,51466,50018,29835,29728,29960,29884,40000,53173,46500,45000,47000,27000,34592,25195,31042,,
Nigeria,NGA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,56505,52837,62869,63703,82740,94376,107016,116155,116696,112237,152090,241303,242211,246186,252706,251640,255498,256849,258506,262971,255265,253849,263156,265470,257414,237461,266117,254806,268883,274609,308981,252340,301327,238409,266202,349482,337993,387923,463024,455628,441377,452146,481056,475162,465251,523182,552323,530420,601368,598210,616981,635486,668754,721355,759828,710331,734731,916284,878155,,
Nicaragua,NIC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4000,4000,4000,5000,5000,5600,7000,8000,8700,9500,9800,9400,11200,13900,8689,10778,10513,13914,15900,9121,6996,5944,5000,4548,4339,4164,2465,4983,4654,4582,3088,20696,27155,17849,19572,13917,24515,15527,19111,20087,28959,20033,19558,15654,19668,28239,32198,27316,31446,37853,40978,33527,33784,40979,54279,41534,45023,50982,54554,,
Netherlands,NLD,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,227881,262912,226328,272601,273482,266700,260600,228900,209700,217300,214800,225500,232100,230736,227142,238422,211669,203716,205951,226279,263460,370224,414496,442196,435742,438364,416381,412213,397246,421351,406244,407166,433066,461777,420170,438104,410846,451848,536658,514611,495776,518163,464036,526281,521736,555756,513331,487765,440291,386942,434457,370096,347265,327437,371369,384476,370249,500194,411725,,
Norway,NOR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1609362,1758413,1572913,1590281,1876034,2459647,3123804,3532712,2949754,2670206,3174896,3268731,3320112,3132936,2784478,2666846,3505372,3622323,2768928,2838467,2590721,2757933,2706242,2965073,2588549,2238292,2046531,2105840,1954589,1986048,1815439,2217405,2634287,2597625,2569570,2725343,2838765,3065340,3050677,2813066,2912914,2874716,2934446,2715529,2687989,2568736,2419512,2529299,2586996,2701745,2843873,2445602,2297476,2250138,2468734,2444245,2205387,2545579,2663874,,
Nepal,NPL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1300,1500,1500,1500,1600,1600,1600,1800,1800,1900,1832,1982,2003,1886,1799,1985,2138,2189,2315,2308,2221,2154,2359,2429,2863,5811,5281,5281,6975,5686,5288,5281,5895,7418,7340,11230,11230,11230,12000,12752,16700,16700,17900,18888,19947,19983,20016,20100,21500,21500,21500,21500,21500,21500,21500,21500,21500,21000,22070,,
Nauru,NRU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,120,120,120,130,130,140,140,140,140,150,150,150,170,170,180,180,190,377,500,500,480,460,440,420,400,380,360,342,342,300,330,370,420,475,530,589,540,492,523,530,530,530,530,530,,
New Zealand,NZL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,49850,50215,47250,48269,42796,46607,54118,59171,57851,49243,58803,64900,56168,64184,67502,63005,68979,77826,97889,117386,154365,167304,169149,195627,208002,202984,208170,240978,276817,316147,351706,386324,470274,433055,452612,556751,425444,648926,648045.125,600197,553473,569855,588662,550962,546103,545472,476809,494947,452645.3125,440033.4063,436758.375,430621,442222.5,444368.25,443107.1563,433774.875,425058,431784.4063,407833.9063,,
OECD members,OED,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,18674894,20009864,20682744,20890524.13,21702851.13,23080176.38,24733446.75,25658668,26638472,25761556,27452838,28574208,28347774,29022580,29763799,29173325,31225982,31249734,32080109.09,32841617.72,33860449.88,35629031.65,35498948.08,36361522.62,38681353.52,38376299.44,40160887.79,40114378.3,42277529.07,42171335.8,39110674.69,37938443.69,38461226.67,37604358.16,39013653.34,38794124.41,37778877.08,37318092.81,32755134.15,34258560.03,33024500.55,32831904.02,32483639.37,31212560.01,32027458.13,30925314.31,30619505.31,29837829.81,28654089.34,27878199.96,27466620.84,27775116.45,26484106.22,26404919.62,26781458.68,25899944.34,24311096.44,25802548.7,25317112.07,,
Oman,OMN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,55000,55000,60000,60000,60000,65000,70000,70000,70000,70000,92000,114000,136000,158000,180000,198850,197984,175000,152000,129000,106000,83650,89376,108766,105200,101180,96353,136140,165676,119224,119783,116454,109218,105772,118572,139861,121618,118995,106171,108809,120434,129929,142674,138482,165016,157326,147668,151744,151910,158551,163927,158566,191563,206169,211037,257022,279606,347539,553445,,
Other small states,OSS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,668900,772756,888157,839684,1031504,1271466,1323819,983860,689511,788011,842314,791674,832982,1028797,1060773,1102981,1126057,1511619,1700843,1781636,1656301,1595078,939682,1000329.771,1716694,1871829,1842795.388,1842463,2379495,2101946,2340664.04,1818481.1,2602319,2937858,2630581,2606128,3007947,3190516,2776265,2830599,3116266,3088451,3434886,3210910,2945030,2932234,2511689.8,2360805,2218281,2097804.2,2048319.4,2103756.6,2466288.6,2431809.5,2064247.4,2418220.8,2187055,2307753.7,2398279.8,,
Pakistan,PAK,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,82647,79726,80367,92123,109088,121058,162802,164585,169037,183716,191124,188911,228962,246784,194561,200289,206779,269225,278829,286479,256642,285388,294111,334361,363514,399803,409466,407769,428087,427314,453787,491638,520641,587645,519193,508891,518782,574643,580088,640455,598743,540804,534670,499366,494829,449993,506473,453295,470665,459058,455514,454473,476195,484646,480123,509479,516356,536926,504810,,
Panama,PAN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,11000,11500,15300,14100,25900,39700,73100,72300,71900,36800,58890,78750,70156,114959,88762,116932,185334,239736,140067,166251,216631,144418,119023,166227,133507,290547,144731,162926,118674,182077,130299,164286,172900,192953,188449,205885,150653,163333,206478,122055,237846,288469,269600,244808,231224,269199,265816,225353,232853,240366,185635,171321,180058,201088,163832,145801,155939,153474,177438,,
Peru,PER,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3506151,5220102,6887601,6825241,9039766,7386689,8713866,10058345,10446862,9149805,12486134,10508873,4680182,2297519,4127638,3416501,4345281,2504569,3444145,3653304,2709438,2717338,3513301,1569198,3317428,4131506,5614630,4584138,6637579,6863142,6871261,6900535,7506756,9009177,12001264,8938007,9515370,7869879,4346073,8429086,10658832,7991767,8771970,6093926,9611947,9393502,7020939,7221332,7408317,6933455,4305975,8254957,4852760,5876493,3599056,4843860,3828751,4185193,7208409.5,,
Philippines,PHL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,438468,438472,468347,529446,583591,651125,695754,738783,887119,866669,1003265,1019893,1123104,1205799,1263017,1340107,1237784,1346972,1368839,1349283,1384972,1427772,1498411,1666095.375,1604856,1572100.75,1629213.5,1669434.375,1682873.375,1766680.375,1855254,1931308,1925203,1865030,1877028,1892447,1821779,1836100,1869950,1895192,1920492,1961989,2038379,2157093,2205295,2261540,2299043.5,2460871,2492829,2516236,2504223,2222363,2210329,2206217,2259149,2164440,2035233.5,1891570.875,2061266.75,,
Palau,PLW,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,500,500,600,600,1866,3370,3386,4106,5756,5462,8882,2943,2319,3150,7608,7069,6136,4883,10602,6699,7516,10276,5053,1041,1037,1204,1132,1187,1268,1347,1075,1092,1499,1236.635986,1085,1414.089966,1068.449951,911,951,960,1271,1084,1027,1047,1079,1430.900024,967,1141.819946,1168.199951,1034,967,1000.200012,905,887,864,848,818,812,760,,
Papua New Guinea,PNG,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,12200,12200,13100,15200,15200,15800,15300,15400,15800,16500,15628,30668,27271,108492,120247,59438,80307,60744,90267,77588,78126,65811,47175,33954,44076,50763,54686,59986,49195,53885,61785,58561,44971,53484.68359,56598.31641,71885.65625,62840.44531,87937.42969,105812.5469,80880.36719,134462.375,156608.875,169730.4219,203810.5625,294400.375,285405.4688,285826.6875,276469.1563,253855.5,261409.7344,259981.9375,202659.75,280989.375,237993.4688,279334.4688,273372.4688,331292.4688,336292,258611,,
Poland,POL,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,175911,176822,173016,217937,254341,287757,324613,328215,394282,394942,459628,507249,531014,565133,665636,786442,736485,646861,569398,589349,630783,608898,596400,722833,700369,658198,626401,651648,628026,539444,448293,428627,481775,395406,438032,429372,342793,348913,242010,235724,217682,225064,223440,180399,192108,155247,145479,151820,142496,223893,189722,198308,198385,214170,191598,205428,218115,226396,222704,,
Pre-demographic dividend,PRE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1044222,1054754,1142486,1157420,1369957,1339893,1480291,1521406,1636507,1810616,1888117,1944901,2261716,2232902,2185875,1984557,1926100,2057982,2008386,1982014,1969396,2000123,2012178,2115656,2186101,2186997,2337999,2470920,2557174.313,2635641.031,2815213.188,2600260.75,2773368.313,2736184.344,2689191.063,2940792.75,2959525.131,3107183.844,3129897.384,3257573.94,3437043.906,3462031.578,3456368.828,3677392.25,3893396.266,4009464.5,3881404.5,4154048.5,4167845.5,4333957,4483493,4840397,5016522,5222145,5266394,5264895.25,5728733,6450870,6399882.75,,
Puerto Rico,PRI,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,3100,3100,3300,3300,2900,2800,2500,2500,2200,2200,2100,2200,2100,2000,2000,2275,2663,2881,3197,3597,2557,1784,2202,2655,2354,1496,1327,1191,1611,1867,1949,2115,2046,2162,2583,3749,3043,3672,3785,3799,5454,5043,3237,3786,3342,3561,2806,2305,2423,2312,2593,2024,1861,2002,2057,2148,1901,1606,1649,,
"Korea, Dem. People’s Rep.",PRK,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,299190,341100,347000,364900,361000,385000,412000,437000,449000,446000,385000,428000,468000,474000,550000,572000,630000,615000,946000,914000,853000,1046000,1057000,739000,752000,740000,773000,954000,732000,767000,478000,377000,363000,397398,371961,327083,253125,236462,228000,220000,212850,206500,205000,205000,205000,205000,205000,205000,205000,207000,217500,219000,213500,209000,226000,220000,209000,208700,208700,,
Portugal,PRT,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,490387,517910,533968,559026,602540,566672,523273,583548,527698,480566,477830,454014,458690,492539,442676,387972,352558,313846,259685,250939,275852,269038,259194,253356,305309,321517,402853,386701,343260,331481,332692,330855,300482,295781,270130,267814,265434,227807,228792,212607,192120,194464,203418,212821,222563,221086,229838,256683,224481,199165,223546,216159,198738,196558,183664,190100,186545,182615,178270,,
Paraguay,PRY,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,600,600,600,700,700,700,700,800,1000,1400,1800,2200,2500,2700,2700,2800,2900,3000,3100,3200,3300,3350,3400,3500,5000,7500,13000,10000,10000,11000,12490,12990,17925,19000,25466,40793,22725,28503,32445,28000,37750,28793,32573,27809,22600,21800,21000,20200,19400,18600,17800,17000,18873,28231,19839,19294,15100,13399.99707,12999.99805,,
West Bank and Gaza,PSE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,2493,3791,3625,3650,2623,1950,2379,1507,2951,1814,2323,2702,2843,1525,1699,1318,2091,1930,2854,3227,3306,3208,3201,,
Pacific island small states,PSS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,15200,15400,17500,18000,19766,21870,25686,26706,28656,28362,35182,34554,38524,38577,47399,44926,54386,52724,66601,81755,84796,92207,86886,105227.5938,106879.7383,112148.9961,141368.7871,141527.7148,143361.0703,147740.0898,151076.125,184251.1582,171454.9121,168289.6711,184485.2969,202084.4923,181323.8992,216329.4961,235405.2031,270242.5977,214663.332,210656.3613,229129.5449,311500.0195,425499.957,444343.0406,415710.6602,431517.2028,356709.8992,361957.8945,343063.1563,364661.8602,380902.5742,365283.2813,453493.5156,521918.9844,500160.4609,466202,545043,,
Post-demographic dividend,PST,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,17270562,18383306,18774363,18768252.13,18951084.13,20498014.38,21384234.75,22837842,23843532,23193797,24664587,25513778,25806168,26407024,26682207,26098841,27693318,27411976,27149557.09,26788622.72,27379345.88,28131609.65,28536346.08,29248421.47,30283661.47,29421824.55,30489821.92,31014609.81,32713188.83,31668161.34,30032166.52,28543343.41,28143411.05,27187774.6,26726537.5,26085677.29,25750669.87,26271583.43,25030932.08,24351162.82,23525547.42,23687609.65,22851011.03,22512807.04,22139955.89,21827668.9,21669871.19,21187253.95,20531626.79,19994178.59,20268813.14,20115466.89,19044375.15,19623699.84,20169390.06,19677663.35,18767404.69,19498462.85,19116894.16,,
French Polynesia,PYF,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2600,2700,3000,2500,2500,1900,2100,2000,2100,2300,2300,2200,2400,2600,2386,2169,2826,2701,2991,2479,2741,2685,2658,2284,2867,2359,2232,2271,2794,3144,4216,3992,3775,7931,8519,8889,9631,11519.13379,12410,12283,13894.32031,15189,15287.89063,13604,12306,11589,12778,13177,12284,13374,13044,12852,14387,14533,15307,14180,13754,13038,13025,,
Qatar,QAT,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,800,800,1000,1000,1000,1300,1300,1500,1500,1500,1500,1500,2000,2200,2047,1989,2400,2433,2200,2200,2178,2604,2331,2114,3173,2484,1980,2678,3086,4374,5702,8136,7845,6994,5086,4271,4739,5032,5279,4397,7140,8864,7155,11295,11134,13935,16376,15190,17688,14064,13760,12985,11275,12006,16213,15203,14516,15358,14669,,
Romania,ROU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,24300,24400,19700,22600,19990,23731,22633,30666,26492,30597,43959,50252,55579,74218,95909,104308,89824,115559,102346,144536,138930,152997,191992,210427,187333,195223,223582,224188,216938,177550,92784,95473,70761,13819,22251,49275,18259,8446,9061,7843,7372,7609,6980,9890,5095,6053,6663,6183,5410,4020,2688,3254,3960,5218,6248,9307,12728,14998,11179,,
Russian Federation,RUS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8190025,8203311,7532160,6864964,5562227,4482207,3793972,4376640,4744407,4738463,4516052,4217889,4077611,3686491,3291036,3339831,2968363,3236386,3319235,3497246,3411736,3838545,4081092,4268684,4343101,4370871,4269502,4468629,4777078,4884529,5125654,,
Rwanda,RWA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,500,500,500,500,700,700,700,800,800,800,900,900,800,1000,1368,1198,1008,1325,715,954,1200,955,1210,1212,786,906,1485,1630,1290,1472,2350,3503,3644,3500,3400,3300,2952,4428,6641,6433,6726,6828,7000,7400,7826,6816,7711,9186,11587,11552,13000,16994,18980,22390,25159,29334,25013,25000,23977,,
South Asia,SAS,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1613240,1464966,1536046,1611008,1965853,2018693,2097117,2127431,2312518,2397928,2582233,2690022,2590484,2918849,3150519,2960669,2879459,3054239,3048736,3060453,3117850,3127403,3055680,3225717.5,3521540,3494361.5,3628940,3504551,3675936,4096054,4239531,4386868,4453085.078,4831210.891,4996138.672,5010905.922,5255157.313,5416380.844,5307385.875,5600215.688,5763306.594,5839044,5877590,5894220.188,5620971.406,5933166,6305756,6308316,6637383,6851904,7433413,6963216,7525654,7348138,7753518,7648454,8062345,8565331,8404608,,
Saudi Arabia,SAU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,10000,16200,18300,19600,17700,18600,20200,22100,21100,22000,21700,22300,23800,26400,23600,23000,23300,22800,24950,24460,24775,28570,31820,35300,38490,43696,45498,47748,45732,47150,40630,40289,45910,48022,54612,45692,47709,49395,51291,46700,49080,55331,57211,55440,55418,60421,65485,66221,68898,67664,65145,64481,65170,71946,68660,68130,68082,68000,68776,,
Sudan,SDN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,17100,18000,19500,19900,20100,20000,20500,20500,22000,22300,22200,22200,22200,22600,22600,22600,24700,23570,26610,28520,26060,28530,29710,29500,29780,26290,23942,27200,29200,30200,31500,33113,35023,40014,44013,44003,45009.6,47010,49513,49513.5,53010,58007.5,57007.5,59007.5,63007.5,59007.5,57007.5,65516.5,68602.5,71698,71358,71008,34008,33708,33508,33008,35502,38390,41041,,
Senegal,SEN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,76200,82600,85900,87500,97600,106600,111700,118076,114976,118981,120965,134482,152839,192841,218010,226512,217582,216550,221096,225146,232381,227080,231847,262960,250320,244946,257904,251921,264966,290339,315154,328731,373380,386132,359887,366312,439209,483468,429531,440926,436005,431252,398040,469284,434525,399848,368390,412360,428299,446200,409715,427134,462105,471432,458609,425444,474169,534868,484750,,
Singapore,SGP,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,9200,9700,11500,12500,10400,11000,18500,18200,17300,17000,18300,15200,15600,18500,19236,17560,16397,15105,16110,16868,15991,16022,19076,19267.59961,25140.59961,22692.90039,20157,15053,13281,13532,12991,11734,10163,9590,11602,11106,10354,9546,8149,6839,5852,4383,3827,3159,3309,3250,4815,5175,3500,3207,2949,3277,5762,4504,4412,3236,6973,1260,1555,,
Solomon Islands,SLB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4000,4000,5000,5000,5300,5300,7300,7400,7400,7400,8500,13511,17005,15924,19676,16940,26284,22863,29192,35431,34866,34728,32518,46014.59375,48801.73828,43362.99609,56743.38672,43556.21484,51902.07031,50145.78906,41404.35547,63005.77734,47107.71094,43623.03516,47509.29688,64181.40234,52445.44922,61289.49609,60726.59375,54557.59766,19564.33203,24538.36133,26252.54492,36699.21875,35045.67188,30171.14063,39525.66016,32150.17969,27457.69922,28652.59766,37544.65625,38720.16016,38892.07422,36708.88281,73734.3125,72996.98438,65994.35938,56892,61636,,
Sierra Leone,SLE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,20000,22800,26000,28100,29900,32600,32200,33600,23500,25500,31050,31150,51128,67467,68954,68873,55569,55547,52457,57592,48988,49860,51935,50086,51667,52421,52213,52106,52173,52107,56536,65741,68510,66288,62439,64870,67304,72628,63065,59407,74730,75210,82990,95926,132440,142993,144146,139535,197582,199000,200000,202000,203500,205000,206477,202100,202100,202100,202100,,
El Salvador,SLV,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,7300,8000,8200,8400,9200,9600,10600,9900,10200,10300,11100,10700,10400,12400,9654,8730,7201,6368,9540,12738,13958,20770,12916,7603,12179,15422,19686,20744,11015,9926,8527,11210,12076,12451,13559,15072,14433,11897,10978,9915,9590,19609,35943,35484,42415,41114,43218,54664,53287,48424,39583,54281,49414,51723,63211,50441,54084,51281,53697,,
San Marino,SMR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Somalia,SOM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4500,4500,4500,4500,4500,4600,4600,4700,5000,5000,5600,5700,5801,5902,5982,10352,8268,9830,8384,10984,14330,9823,9030,11495,19939,16767,18655,19996,20327,21546,23195,23800,25750,27750,29850,32400,30200,28000,25800,28650,24150,31900,29000,30000,30000,25000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,,
Serbia,SRB,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632,2535,3153,3846,4807,5384,4798,5040,3593,3150,2067,2209,2082,,
Sub-Saharan Africa (excluding high income),SSA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1969945,2141506,2291633,2426189,2806072,2850726,3010181,3419261,3936111,3922733,3436352,3486422,3820800,3971875,3961530,3751977,3456585,3443937,3419445,3307730,3143171,3236031,3236358,3410769,3295453,3367099,3565842,4403464,4338444.313,3979173.031,4109657.228,3787352.85,4671152.313,4636211.344,4351791.063,4574964.75,4523478.131,4745070.844,4917990.384,5130755.94,5372367.906,5449951.578,5469629.828,5752884.25,5997582.266,5988700.5,5614694.5,5748334.5,5774795.5,5757797,6109525,6393748,6862737,6784365,7004571,7051221.25,7497307,8141195,8120027.75,,
South Sudan,SSD,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,37000,37000,37000,35000,33000,32000,,
Sub-Saharan Africa,SSF,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1974245,2146006,2296433,2430989,2810872,2855726,3015681,3424761,3941911,3929233,3444752,3494622,3830400,3981275,3972709,3762965,3467255,3456204,3431953,3319212,3154195,3248384,3250183,3424141,3309533,3383393,3583233,4424643,4359904.313,4000483.031,4129192.228,3814078.85,4696676.313,4661968.344,4374405.063,4595367.75,4540054.131,4773138.844,4953969.384,5177183.94,5414760.906,5514528.578,5543718.828,5849990.25,6108624.266,6107385.5,5716114.5,5822353.5,5850865.5,5846867,6204002,6476535,6937926,6866405,7094442,7172001.25,7642646,8308947,8293955.75,,
Small states,SST,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,715923,826869,944220,894147,1089293,1334909,1394598,1056939,765930,866936,931657,879012,928430,1127088,1172242,1213532,1241971,1639821,1844013,1936166,1810775,1756581.789,1096142.039,1191541.519,1982788.805,2224824.814,2119565.074,2112882.745,2663915.739,2349062.701,2603532.346,2117937.802,2888155.444,3222234.615,2950832.313,2941514.976,3327281.043,3564243.088,3204821.888,3315678.598,3513847.332,3506342.361,3942804.545,3757854.02,3665965.957,3663780.041,3312748.46,3309228.203,3140936.899,2979344.925,3036396.997,3017039.46,3220057.002,3064733.781,2904159.135,3317720.074,3009821.461,3174608.64,3312277.494,,
Sao Tome and Principe,STP,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,500,700,600,500,800,900,800,900,800,800,800,900,800,800,600,600,646,889,1175,1618,1847,2158,2688,4012,4444,3988,2833,2798,3391,3575,3867,2576,2406,2845,4106,4300,4620,3546,3600,3650,3700,3692,3820,4005,4141,4197,4323,4449,4575,4701,4837,6100,7400,8700,10000,11441,11719,10808,9730,,
Suriname,SUR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,4510,7300,5350,5550,5910,6610,6580,6510,7600,9900,11750,10400,12120,11610,10501,12262,5993,6897,4474,4535,4046,4620,3796,4520,5095,4909,4540,6626,4602,7786,7670,8186,11269,9577,14765,14300,16177,16617,21577,24247,24238,28557,30705,35594,32872,29620,31921,30901,24132,26143,35085,35490,39264,39369,38428,44705,47013,46980,46980,,
Slovak Republic,SVK,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,1627,1950,1414,1364,1361,1396,1368,1531,1746,1646,1603,1693,1718,1994,1655,1761,1608,1935,1945,1986,1944,1971,1866,1870,1937,,
Slovenia,SVN,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3905,2284,2346,2167,2367,2367,2228,2027,1856,1827,1686,1282,1023,1227,1133.168945,1112.453979,881.7139893,1035.259033,941,890.6090088,485.1879883,400.2160034,410.5,343.3919983,310.5190125,280.0700073,263.7449951,,
Sweden,SWE,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,249542,268413,293900,341800,377298,370056,319790,341168,318460,269358,285669,229386,218105,220184,205148,206862,204810,182316,184937,197481,232694,254718,251842,258490,271353,236666,210982,207141,242711,249844,251094,237072,307545,341897,386839,404626,371022,357391,410901,351258,338539,311820,294967,286880,269931,256359,269253,238256,231337,203416,212035,181321,151609,188951,181574,211963,205465,228726,221662,,
Eswatini,SWZ,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,50,50,50,50,50,50,50,50,50,53,44,60,70,70,80,80,82,78,82,81,90,70,65,60,60,68,60,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,65,65,65,65,65,,
Sint Maarten (Dutch part),SXM,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253,253,253,253,253,253,253,,
Seychelles,SYC,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1800,2000,2000,2000,2000,2000,2500,2500,2500,2500,3000,3000,3000,3000,3500,3950,4010,4600,5400,4957,4676,5221,4045,3938,3734,4118,4542,3900,4343,4412,5437,8150,6663,5178,4469,4008,4707,14043,23886,34223,32778,53591,63383,86020,100671,108680,92739,65514,69199,81114,87111,75481,68687,74127,75116,104984,127128,142765,145614,,
Syrian Arab Republic,SYR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1500,1600,1600,1600,1600,1700,1700,1700,1800,1800,1692,2090,1585,1325,1630,1971,3237,3497,3592,3596,3462,3022,2941,3036.549072,3360.395996,3080.110107,2732.930908,3399.659912,2493,2433,3046,4552,4538,4554,5520,5782,5773,6131,7097,7938,6572,8291,9178,8911,8528,8447,8264,9457,6995,6607,6637,5900,5300,4800,4400,4100,4500,4365,4374,,
